# f_(Hz) ASD(f)_(Hz^-0.5)
1.153452999999999946e+02 4.002592999999999714e-24
1.156111999999999966e+02 4.002067000000000195e-24
1.158777000000000044e+02 4.001555000000000255e-24
1.161449000000000069e+02 4.001058000000000127e-24
1.164125999999999976e+02 4.000575999999999811e-24
1.166809999999999974e+02 4.000107999999999808e-24
1.169498999999999995e+02 3.999655000000000352e-24
1.172194999999999965e+02 3.999216999999999973e-24
1.174898000000000025e+02 3.998794000000000141e-24
1.177605999999999966e+02 3.998386000000000120e-24
1.180320999999999998e+02 3.997992999999999911e-24
1.183041999999999945e+02 3.997615999999999746e-24
1.185768999999999949e+02 3.997252999999999895e-24
1.188502000000000010e+02 3.996906000000000087e-24
1.191242000000000019e+02 3.996574000000000092e-24
1.193987999999999943e+02 3.996258000000000141e-24
1.196740000000000066e+02 3.995958000000000233e-24
1.199498999999999995e+02 3.995673000000000138e-24
1.202263999999999982e+02 3.995405000000000319e-24
1.205036000000000058e+02 3.995152000000000311e-24
1.207814000000000050e+02 3.994915999999999845e-24
1.210597999999999956e+02 3.994696000000000158e-24
1.213388999999999953e+02 3.994493000000000013e-24
1.216186000000000007e+02 3.994307000000000143e-24
1.218990000000000009e+02 3.994137000000000318e-24
1.221800000000000068e+02 3.993985000000000267e-24
1.224616000000000042e+02 3.993849000000000260e-24
1.227438999999999965e+02 3.993732000000000260e-24
1.230268999999999977e+02 3.993631000000000303e-24
1.233105000000000047e+02 3.993549000000000353e-24
1.235947000000000031e+02 3.993485000000000177e-24
1.238796999999999997e+02 3.993438999999999775e-24
1.241651999999999987e+02 3.993412000000000114e-24
1.244514999999999958e+02 3.993403999999999724e-24
1.247382999999999953e+02 3.993415000000000076e-24
1.250258999999999929e+02 3.993444999999999700e-24
1.253140999999999963e+02 3.993495000000000296e-24
1.256029999999999944e+02 3.993564999999999663e-24
1.258924999999999983e+02 3.993655000000000002e-24
1.261826999999999970e+02 3.993766000000000078e-24
1.264736000000000047e+02 3.993896999999999658e-24
1.267651999999999930e+02 3.994049999999999941e-24
1.270574000000000012e+02 3.994225000000000193e-24
1.273503000000000043e+02 3.994421000000000182e-24
1.276439000000000021e+02 3.994639999999999637e-24
1.279381000000000057e+02 3.994882000000000027e-24
1.282331000000000074e+02 3.995145999999999652e-24
1.285286999999999864e+02 3.995434999999999942e-24
1.288249999999999886e+02 3.995746999999999699e-24
1.291219000000000108e+02 3.996084000000000121e-24
1.294196000000000026e+02 3.996445999999999740e-24
1.297178999999999860e+02 3.996833000000000024e-24
1.300169999999999959e+02 3.997245999999999737e-24
1.303166999999999973e+02 3.997685999999999846e-24
1.306170999999999935e+02 3.998153000000000351e-24
1.309182000000000130e+02 3.998646999999999782e-24
1.312199999999999989e+02 3.999170000000000074e-24
1.315225000000000080e+02 3.999721000000000259e-24
1.318257000000000119e+02 4.000302000000000067e-24
1.321296000000000106e+02 4.000913000000000233e-24
1.324341000000000008e+02 4.001555000000000255e-24
1.327394999999999925e+02 4.002228000000000133e-24
1.330454000000000008e+02 4.002934000000000331e-24
1.333521000000000072e+02 4.003671999999999883e-24
1.336595000000000084e+02 4.004445000000000219e-24
1.339677000000000078e+02 4.005251999999999640e-24
1.342764999999999986e+02 4.006093999999999845e-24
1.345860000000000127e+02 4.006972999999999830e-24
1.348962999999999965e+02 4.007889999999999829e-24
1.352073000000000036e+02 4.008844000000000342e-24
1.355189000000000021e+02 4.009837999999999863e-24
1.358312999999999988e+02 4.010873000000000095e-24
1.361444999999999936e+02 4.011949000000000301e-24
1.364583000000000084e+02 4.013066999999999980e-24
1.367728999999999928e+02 4.014229999999999829e-24
1.370882000000000005e+02 4.015437000000000350e-24
1.374042000000000030e+02 4.016691000000000036e-24
1.377209000000000003e+02 4.017992999999999854e-24
1.380383999999999958e+02 4.019342999999999804e-24
1.383565999999999860e+02 4.020745000000000081e-24
1.386756000000000029e+02 4.022197999999999718e-24
1.389952999999999861e+02 4.023705999999999644e-24
1.393156999999999925e+02 4.025268000000000362e-24
1.396367999999999938e+02 4.026887999999999861e-24
1.399586999999999932e+02 4.028566999999999844e-24
1.402813999999999908e+02 4.030307000000000042e-24
1.406047000000000082e+02 4.032110000000000182e-24
1.409288999999999987e+02 4.033977999999999997e-24
1.412537000000000091e+02 4.035914000000000183e-24
1.415793999999999926e+02 4.037919000000000237e-24
1.419057999999999993e+02 4.039996000000000122e-24
1.422329000000000008e+02 4.042147999999999800e-24
1.425608000000000004e+02 4.044376999999999735e-24
1.428893999999999949e+02 4.046687000000000124e-24
1.432187999999999874e+02 4.049078999999999728e-24
1.435489000000000033e+02 4.051557999999999709e-24
1.438798999999999921e+02 4.054127000000000029e-24
1.442115000000000009e+02 4.056787999999999685e-24
1.445440000000000111e+02 4.059547000000000069e-24
1.448771999999999878e+02 4.062406000000000177e-24
1.452111999999999910e+02 4.065369000000000205e-24
1.455458999999999889e+02 4.068442000000000076e-24
1.458814000000000135e+02 4.071627999999999753e-24
1.462177000000000078e+02 4.074932999999999895e-24
1.465548000000000002e+02 4.078362000000000195e-24
1.468925999999999874e+02 4.081919000000000112e-24
1.472312000000000012e+02 4.085610999999999804e-24
1.475706999999999880e+02 4.089443999999999930e-24
1.479107999999999947e+02 4.093423999999999680e-24
1.482518000000000029e+02 4.097559000000000178e-24
1.485936000000000092e+02 4.101853999999999647e-24
1.489361000000000104e+02 4.106319999999999908e-24
1.492794000000000096e+02 4.110963000000000151e-24
1.496236000000000104e+02 4.115792000000000263e-24
1.499685000000000059e+02 4.120817000000000364e-24
1.503141999999999996e+02 4.126049000000000070e-24
1.506606999999999914e+02 4.131497000000000003e-24
1.510080000000000098e+02 4.137174000000000245e-24
1.513560999999999979e+02 4.143091999999999910e-24
1.517050000000000125e+02 4.149263999999999816e-24
1.520548000000000002e+02 4.155704999999999773e-24
1.524053000000000111e+02 4.162429000000000095e-24
1.527565999999999917e+02 4.169453999999999823e-24
1.531086999999999989e+02 4.176798000000000199e-24
1.534617000000000075e+02 4.184479000000000263e-24
1.538154999999999859e+02 4.192518999999999983e-24
1.541700999999999908e+02 4.200941000000000295e-24
1.545253999999999905e+02 4.209766999999999699e-24
1.548816999999999950e+02 4.219025999999999789e-24
1.552386999999999944e+02 4.228745000000000227e-24
1.555965999999999951e+02 4.238956999999999864e-24
1.559552999999999940e+02 4.249694000000000257e-24
1.563147999999999911e+02 4.260995999999999679e-24
1.566750999999999863e+02 4.272901000000000348e-24
1.570363000000000113e+02 4.285454999999999727e-24
1.573983000000000061e+02 4.298706999999999649e-24
1.577610999999999990e+02 4.312708999999999707e-24
1.581247999999999934e+02 4.327523000000000346e-24
1.584892999999999859e+02 4.343210999999999809e-24
1.588547000000000082e+02 4.359846999999999862e-24
1.592209000000000003e+02 4.377509999999999756e-24
1.595878999999999905e+02 4.396289000000000333e-24
1.599558000000000106e+02 4.416280999999999887e-24
1.603245000000000005e+02 4.437595999999999730e-24
1.606940999999999917e+02 4.460358000000000021e-24
1.610646000000000129e+02 4.484701999999999797e-24
1.614359000000000037e+02 4.510782999999999809e-24
1.618079999999999927e+02 4.538773999999999843e-24
1.621810000000000116e+02 4.568870999999999887e-24
1.625549000000000035e+02 4.601297000000000326e-24
1.629295999999999935e+02 4.636301999999999735e-24
1.633052000000000135e+02 4.674173999999999643e-24
1.636816000000000031e+02 4.715243000000000314e-24
1.640589999999999975e+02 4.759885999999999709e-24
1.644371999999999900e+02 4.808537999999999714e-24
1.648162000000000091e+02 4.861704000000000113e-24
1.651962000000000046e+02 4.919970999999999903e-24
1.655769999999999982e+02 4.984024000000000281e-24
1.659586999999999932e+02 5.054666999999999970e-24
1.663412999999999897e+02 5.132852999999999985e-24
1.667247000000000128e+02 5.219708999999999894e-24
1.671091000000000122e+02 5.316587000000000110e-24
1.674943000000000097e+02 5.425110000000000095e-24
1.678804000000000087e+02 5.547250000000000319e-24
1.682674000000000092e+02 5.685415999999999926e-24
1.686553000000000111e+02 5.842580000000000300e-24
1.690440999999999860e+02 6.022447999999999978e-24
1.694337999999999909e+02 6.229689000000000101e-24
1.698243999999999971e+02 6.470261000000000078e-24
1.702158000000000015e+02 6.751880000000000021e-24
1.706082000000000107e+02 7.084698000000000323e-24
1.710014999999999930e+02 7.482330000000000020e-24
1.713957000000000050e+02 7.963445000000000581e-24
1.717907999999999902e+02 8.554307000000000457e-24
1.721869000000000085e+02 9.293049000000000685e-24
1.725837999999999965e+02 1.023716999999999968e-23
1.729815999999999860e+02 1.147758999999999971e-23
1.733804000000000087e+02 1.316689999999999955e-23
1.737801000000000045e+02 1.558248999999999883e-23
1.741807000000000016e+02 1.928660000000000068e-23
1.745822000000000003e+02 2.561875999999999862e-23
1.749847000000000037e+02 3.874904999999999833e-23
1.753880000000000052e+02 8.153558000000000070e-23
1.757923999999999864e+02 6.798722000000000140e-22
1.761975999999999942e+02 6.531461999999999476e-23
1.766038000000000068e+02 3.436190999999999825e-23
1.770108999999999924e+02 2.340397999999999888e-23
1.774189000000000078e+02 1.783506000000000073e-23
1.778278999999999996e+02 1.448878000000000062e-23
1.782378999999999962e+02 1.227239000000000003e-23
1.786487999999999943e+02 1.070795999999999933e-23
1.790605999999999938e+02 9.553202999999999730e-24
1.794733999999999980e+02 8.672177000000000408e-24
1.798871000000000038e+02 7.982671000000000690e-24
1.803017999999999859e+02 7.432055000000000552e-24
1.807173999999999978e+02 6.985080000000000463e-24
1.811339999999999861e+02 6.617261999999999710e-24
1.815516000000000076e+02 6.311078000000000070e-24
1.819701000000000022e+02 6.053671000000000091e-24
1.823896000000000015e+02 5.835404000000000019e-24
1.828100000000000023e+02 5.648924999999999824e-24
1.832314000000000078e+02 5.488535000000000031e-24
1.836537999999999897e+02 5.349758000000000257e-24
1.840772000000000048e+02 5.229033999999999890e-24
1.845014999999999930e+02 5.123506000000000020e-24
1.849268999999999892e+02 5.030852999999999907e-24
1.853531999999999869e+02 4.949180000000000075e-24
1.857804999999999893e+02 4.876924000000000309e-24
1.862086999999999932e+02 4.812786000000000018e-24
1.866380000000000052e+02 4.755682000000000077e-24
1.870681999999999903e+02 4.704701999999999909e-24
1.874994000000000085e+02 4.659075999999999875e-24
1.879317000000000064e+02 4.618148999999999870e-24
1.883649000000000058e+02 4.581363999999999786e-24
1.887991000000000099e+02 4.548242000000000003e-24
1.892343999999999937e+02 4.518371000000000305e-24
1.896706000000000074e+02 4.491395999999999762e-24
1.901077999999999975e+02 4.467006000000000318e-24
1.905460999999999956e+02 4.444934999999999679e-24
1.909852999999999952e+02 4.424944999999999855e-24
1.914256000000000029e+02 4.406831999999999733e-24
1.918668999999999869e+02 4.390414999999999871e-24
1.923092000000000041e+02 4.375533999999999827e-24
1.927524999999999977e+02 4.362046999999999672e-24
1.931967999999999961e+02 4.349831000000000213e-24
1.936422000000000025e+02 4.338771999999999944e-24
1.940886000000000138e+02 4.328774000000000070e-24
1.945360000000000014e+02 4.319746000000000018e-24
1.949844999999999970e+02 4.311611000000000266e-24
1.954339999999999975e+02 4.304297000000000248e-24
1.958845000000000027e+02 4.297739999999999789e-24
1.963360000000000127e+02 4.291883000000000337e-24
1.967886000000000024e+02 4.286674000000000097e-24
1.972423000000000002e+02 4.282067000000000137e-24
1.976970000000000027e+02 4.278019000000000016e-24
1.981527000000000100e+02 4.274491000000000224e-24
1.986094999999999970e+02 4.271449000000000209e-24
1.990672999999999888e+02 4.268860999999999882e-24
1.995261999999999887e+02 4.266697999999999853e-24
1.999861999999999966e+02 4.264932999999999724e-24
2.004472000000000094e+02 4.263543000000000031e-24
2.009093000000000018e+02 4.262506000000000070e-24
2.013723999999999990e+02 4.261801000000000104e-24
2.018366000000000042e+02 4.261410000000000360e-24
2.023018999999999892e+02 4.261315000000000328e-24
2.027683000000000106e+02 4.261501000000000197e-24
2.032357000000000085e+02 4.261954999999999885e-24
2.037041999999999859e+02 4.262661000000000083e-24
2.041738000000000000e+02 4.263608999999999937e-24
2.046444999999999936e+02 4.264787000000000333e-24
2.051161999999999921e+02 4.266184999999999680e-24
2.055891000000000020e+02 4.267791999999999833e-24
2.060629999999999882e+02 4.269599999999999666e-24
2.065380000000000109e+02 4.271601000000000260e-24
2.070141000000000133e+02 4.273786999999999756e-24
2.074913999999999987e+02 4.276151000000000201e-24
2.079696999999999889e+02 4.278685999999999969e-24
2.084490999999999872e+02 4.281387000000000102e-24
2.089295999999999935e+02 4.284246999999999708e-24
2.094112000000000080e+02 4.287260999999999830e-24
2.098940000000000055e+02 4.290424000000000041e-24
2.103778000000000077e+02 4.293732999999999643e-24
2.108627999999999929e+02 4.297180999999999949e-24
2.113488999999999862e+02 4.300765999999999760e-24
2.118360999999999876e+02 4.304483000000000117e-24
2.123245000000000005e+02 4.308329999999999823e-24
2.128138999999999896e+02 4.312301999999999918e-24
2.133044999999999902e+02 4.316398000000000171e-24
2.137961999999999989e+02 4.320613000000000154e-24
2.142890999999999906e+02 4.324945999999999636e-24
2.147830999999999904e+02 4.329394000000000123e-24
2.152781999999999982e+02 4.333954999999999681e-24
2.157744000000000142e+02 4.338625999999999818e-24
2.162718999999999880e+02 4.343406000000000300e-24
2.167703999999999951e+02 4.348291999999999697e-24
2.172701000000000136e+02 4.353282999999999979e-24
2.177709999999999866e+02 4.358376999999999948e-24
2.182729999999999961e+02 4.363571999999999874e-24
2.187761999999999887e+02 4.368867999999999756e-24
2.192804999999999893e+02 4.374262999999999865e-24
2.197860000000000014e+02 4.379754999999999735e-24
2.202926999999999964e+02 4.385344000000000103e-24
2.208004999999999995e+02 4.391027999999999767e-24
2.213095000000000141e+02 4.396805999999999965e-24
2.218196000000000083e+02 4.402676999999999731e-24
2.223309999999999889e+02 4.408640999999999799e-24
2.228435000000000059e+02 4.414695999999999703e-24
2.233572000000000060e+02 4.420842999999999678e-24
2.238720999999999890e+02 4.427078000000000262e-24
2.243882000000000119e+02 4.433403999999999948e-24
2.249054999999999893e+02 4.439818000000000244e-24
2.254239000000000033e+02 4.446319999999999680e-24
2.259436000000000035e+02 4.452909999999999726e-24
2.264644000000000119e+02 4.459585999999999916e-24
2.269865000000000066e+02 4.466349999999999982e-24
2.275097000000000094e+02 4.473198999999999959e-24
2.280341999999999985e+02 4.480134000000000082e-24
2.285598999999999990e+02 4.487155000000000350e-24
2.290868000000000109e+02 4.494260000000000297e-24
2.296149000000000058e+02 4.501450999999999655e-24
2.301442000000000121e+02 4.508724999999999930e-24
2.306747000000000014e+02 4.516084000000000118e-24
2.312065000000000055e+02 4.523525999999999754e-24
2.317394999999999925e+02 4.531053000000000036e-24
2.322736999999999910e+02 4.538662999999999767e-24
2.328091000000000008e+02 4.546355999999999680e-24
2.333457999999999970e+02 4.554131999999999775e-24
2.338837000000000046e+02 4.561991000000000053e-24
2.344228999999999985e+02 4.569932999999999779e-24
2.349633000000000038e+02 4.577957999999999688e-24
2.355048999999999921e+02 4.586065000000000281e-24
2.360477999999999952e+02 4.594255000000000322e-24
2.365920000000000130e+02 4.602527999999999811e-24
2.371374000000000137e+02 4.610882999999999985e-24
2.376839999999999975e+02 4.619321000000000341e-24
2.382319999999999993e+02 4.627839999999999680e-24
2.387811000000000092e+02 4.636443000000000169e-24
2.393316000000000088e+02 4.645126999999999642e-24
2.398832999999999913e+02 4.653894000000000031e-24
2.404362999999999886e+02 4.662742999999999636e-24
2.409904999999999973e+02 4.671675000000000158e-24
2.415460999999999956e+02 4.680688999999999895e-24
2.421029000000000053e+02 4.689785000000000318e-24
2.426610000000000014e+02 4.698964000000000188e-24
2.432204000000000121e+02 4.708226000000000241e-24
2.437811000000000092e+02 4.717570000000000244e-24
2.443430999999999926e+02 4.726996000000000197e-24
2.449062999999999874e+02 4.736505000000000332e-24
2.454709000000000003e+02 4.746096999999999916e-24
2.460367999999999995e+02 4.755771999999999682e-24
2.466039000000000101e+02 4.765530000000000365e-24
2.471724000000000103e+02 4.775370999999999761e-24
2.477421999999999969e+02 4.785295000000000075e-24
2.483132999999999981e+02 4.795301999999999836e-24
2.488857000000000141e+02 4.805391999999999780e-24
2.494594999999999914e+02 4.815566000000000139e-24
2.500345000000000084e+02 4.825822999999999945e-24
2.506108999999999867e+02 4.836162999999999935e-24
2.511886000000000081e+02 4.846587999999999836e-24
2.517676999999999907e+02 4.857095999999999920e-24
2.523480999999999881e+02 4.867687999999999685e-24
2.529298000000000002e+02 4.878363999999999864e-24
2.535129000000000019e+02 4.889123999999999723e-24
2.540972999999999900e+02 4.899969000000000230e-24
2.546829999999999927e+02 4.910897999999999682e-24
2.552701000000000136e+02 4.921911000000000283e-24
2.558585999999999956e+02 4.933009000000000063e-24
2.564483999999999924e+02 4.944191000000000257e-24
2.570396000000000072e+02 4.955458999999999861e-24
2.576320999999999799e+02 4.966812000000000113e-24
2.582259999999999991e+02 4.978250000000000277e-24
2.588213000000000079e+02 4.989773000000000354e-24
2.594178999999999746e+02 5.001381000000000343e-24
2.600160000000000196e+02 5.013074999999999742e-24
2.606152999999999906e+02 5.024853999999999789e-24
2.612160999999999831e+02 5.036720000000000212e-24
2.618183000000000220e+02 5.048670999999999814e-24
2.624218999999999937e+02 5.060708000000000295e-24
2.630267999999999802e+02 5.072831999999999684e-24
2.636331000000000131e+02 5.085041999999999953e-24
2.642409000000000106e+02 5.097338000000000366e-24
2.648500000000000227e+02 5.109720999999999687e-24
2.654605999999999995e+02 5.122191000000000120e-24
2.660724999999999909e+02 5.134746999999999963e-24
2.666859000000000037e+02 5.147390999999999681e-24
2.673005999999999744e+02 5.160121000000000279e-24
2.679168000000000234e+02 5.172939000000000017e-24
2.685344000000000051e+02 5.185844000000000132e-24
2.691535000000000082e+02 5.198837000000000122e-24
2.697739000000000260e+02 5.211917999999999986e-24
2.703958000000000084e+02 5.225086000000000228e-24
2.710192000000000121e+02 5.238342000000000345e-24
2.716438999999999737e+02 5.251686000000000337e-24
2.722701000000000136e+02 5.265118999999999701e-24
2.728978000000000179e+02 5.278639999999999674e-24
2.735269000000000119e+02 5.292249000000000258e-24
2.741573999999999955e+02 5.305947000000000213e-24
2.747894000000000005e+02 5.319733000000000044e-24
2.754229000000000269e+02 5.333607999999999982e-24
2.760577999999999861e+02 5.347573000000000259e-24
2.766942000000000235e+02 5.361625999999999676e-24
2.773319999999999936e+02 5.375769000000000168e-24
2.779712999999999852e+02 5.389999999999999800e-24
2.786120999999999981e+02 5.404322000000000004e-24
2.792543999999999755e+02 5.418733000000000315e-24
2.798980999999999995e+02 5.433232999999999998e-24
2.805434000000000196e+02 5.447824000000000253e-24
2.811900999999999726e+02 5.462503999999999881e-24
2.818383000000000038e+02 5.477275000000000081e-24
2.824879999999999995e+02 5.492134999999999653e-24
2.831392000000000166e+02 5.507085999999999797e-24
2.837918999999999983e+02 5.522127999999999779e-24
2.844461000000000013e+02 5.537260000000000099e-24
2.851018000000000256e+02 5.552482000000000025e-24
2.857590999999999894e+02 5.567794999999999788e-24
2.864177999999999997e+02 5.583200000000000355e-24
2.870781000000000063e+02 5.598694999999999792e-24
2.877398000000000025e+02 5.614280999999999801e-24
2.884030999999999949e+02 5.629958999999999880e-24
2.890679999999999836e+02 5.645727000000000298e-24
2.897343999999999937e+02 5.661588000000000284e-24
2.904023000000000252e+02 5.677538999999999874e-24
2.910717000000000212e+02 5.693582999999999766e-24
2.917427000000000135e+02 5.709718000000000230e-24
2.924152000000000271e+02 5.725945000000000029e-24
2.930892999999999802e+02 5.742263999999999897e-24
2.937649999999999864e+02 5.758674999999999835e-24
2.944422000000000139e+02 5.775177999999999843e-24
2.951209000000000060e+02 5.791774000000000152e-24
2.958011999999999944e+02 5.808461999999999796e-24
2.964830999999999790e+02 5.825242000000000245e-24
2.971666000000000167e+02 5.842115000000000260e-24
2.978516000000000190e+02 5.859080999999999843e-24
2.985382999999999925e+02 5.876139000000000230e-24
2.992264999999999873e+02 5.893290000000000184e-24
2.999162000000000035e+02 5.910533999999999706e-24
3.006075999999999908e+02 5.927871999999999761e-24
3.013005999999999744e+02 5.945301999999999886e-24
3.019952000000000112e+02 5.962825999999999811e-24
3.026913000000000125e+02 5.980443000000000037e-24
3.033890999999999849e+02 5.998152999999999831e-24
3.040885000000000105e+02 6.015957000000000159e-24
3.047894999999999754e+02 6.033854000000000054e-24
3.054920999999999935e+02 6.051844999999999749e-24
3.061963000000000079e+02 6.069931000000000210e-24
3.069021999999999935e+02 6.088109000000000006e-24
3.076096999999999753e+02 6.106381999999999834e-24
3.083188000000000102e+02 6.124749000000000196e-24
3.090294999999999845e+02 6.143210000000000358e-24
3.097418999999999869e+02 6.161765000000000319e-24
3.104560000000000173e+02 6.180415000000000312e-24
3.111716000000000122e+02 6.199157999999999873e-24
3.118890000000000100e+02 6.217996999999999697e-24
3.126078999999999724e+02 6.236930000000000056e-24
3.133285999999999945e+02 6.255957000000000214e-24
3.140509000000000128e+02 6.275079999999999902e-24
3.147748000000000275e+02 6.294297000000000124e-24
3.155004999999999882e+02 6.313608999999999643e-24
3.162278000000000020e+02 6.333015999999999929e-24
3.169567000000000121e+02 6.352518000000000247e-24
3.176874000000000251e+02 6.372114999999999862e-24
3.184198000000000093e+02 6.391807000000000243e-24
3.191537999999999897e+02 6.411595000000000154e-24
3.198894999999999982e+02 6.431478000000000097e-24
3.206268999999999778e+02 6.451457000000000304e-24
3.213659999999999854e+02 6.471530999999999808e-24
3.221068999999999960e+02 6.491701000000000311e-24
3.228494000000000028e+02 6.511966000000000111e-24
3.235937000000000126e+02 6.532327000000000176e-24
3.243396000000000186e+02 6.552783999999999770e-24
3.250873000000000275e+02 6.573337999999999860e-24
3.258367000000000075e+02 6.593986999999999983e-24
3.265878000000000156e+02 6.614731999999999635e-24
3.273407000000000266e+02 6.635574000000000518e-24
3.280953000000000088e+02 6.656512000000000196e-24
3.288516000000000190e+02 6.677546000000000138e-24
3.296096999999999753e+02 6.698677000000000577e-24
3.303695000000000164e+02 6.719903999999999811e-24
3.311311000000000035e+02 6.741227999999999541e-24
3.318944999999999936e+02 6.762647999999999535e-24
3.326596000000000117e+02 6.784166000000000259e-24
3.334264000000000010e+02 6.805781000000000009e-24
3.341949999999999932e+02 6.827492000000000024e-24
3.349653999999999883e+02 6.849300999999999298e-24
3.357375999999999863e+02 6.871207000000000539e-24
3.365115999999999872e+02 6.893209999999999337e-24
3.372873000000000161e+02 6.915311000000000333e-24
3.380647999999999911e+02 6.937509000000000356e-24
3.388442000000000007e+02 6.959804999999999639e-24
3.396252999999999815e+02 6.982198999999999651e-24
3.404082000000000221e+02 7.004690000000000160e-24
3.411929000000000087e+02 7.027280000000000160e-24
3.419793999999999983e+02 7.049967999999999420e-24
3.427678000000000225e+02 7.072753999999999409e-24
3.435579999999999927e+02 7.095638000000000126e-24
3.443498999999999910e+02 7.118621000000000336e-24
3.451437000000000239e+02 7.141703000000000037e-24
3.459393999999999778e+02 7.164883000000000468e-24
3.467368999999999915e+02 7.188163000000000622e-24
3.475362000000000080e+02 7.211542000000000268e-24
3.483373000000000275e+02 7.235019999999999407e-24
3.491403000000000247e+02 7.258596999999999506e-24
3.499451999999999998e+02 7.282274999999999562e-24
3.507518999999999778e+02 7.306052000000000579e-24
3.515604000000000156e+02 7.329928999999999851e-24
3.523709000000000060e+02 7.353907000000000549e-24
3.531831999999999994e+02 7.377984999999999502e-24
3.539972999999999956e+02 7.402165000000000113e-24
3.548134000000000015e+02 7.426445000000000449e-24
3.556313000000000102e+02 7.450826999999999504e-24
3.564510999999999967e+02 7.475309999999999984e-24
3.572728000000000179e+02 7.499895999999999417e-24
3.580964000000000169e+02 7.524584000000000508e-24
3.589218999999999937e+02 7.549375000000000551e-24
3.597493000000000052e+02 7.574268999999999545e-24
3.605785999999999945e+02 7.599266000000000431e-24
3.614098999999999933e+02 7.624368000000000732e-24
3.622429999999999950e+02 7.649574000000000218e-24
3.630781000000000063e+02 7.674885999999999353e-24
3.639150000000000205e+02 7.700302999999999374e-24
3.647538999999999874e+02 7.725826999999999276e-24
3.655948000000000206e+02 7.751458000000000529e-24
3.664375999999999749e+02 7.777197000000000425e-24
3.672823000000000206e+02 7.803045000000000668e-24
3.681290000000000191e+02 7.829003000000000020e-24
3.689775999999999954e+02 7.855070999999999950e-24
3.698281999999999812e+02 7.881251999999999685e-24
3.706807000000000016e+02 7.907546000000000696e-24
3.715351999999999748e+02 7.933954000000000276e-24
3.723917000000000144e+02 7.960479000000000592e-24
3.732502000000000066e+02 7.987122000000000405e-24
3.741105999999999767e+02 8.013885000000000181e-24
3.749730000000000132e+02 8.040770000000000385e-24
3.758374000000000024e+02 8.067780000000000245e-24
3.767038000000000011e+02 8.094918000000000456e-24
3.775722000000000094e+02 8.122186000000000015e-24
3.784426000000000272e+02 8.149589000000000084e-24
3.793149999999999977e+02 8.177131000000000121e-24
3.801893999999999778e+02 8.204815999999999588e-24
3.810658000000000243e+02 8.232649999999999879e-24
3.819442999999999984e+02 8.260639999999999680e-24
3.828247000000000071e+02 8.288792000000000387e-24
3.837072000000000003e+02 8.317115999999999913e-24
3.845917999999999779e+02 8.345622000000000584e-24
3.854784000000000219e+02 8.374321000000000546e-24
3.863670000000000186e+02 8.403228000000000345e-24
3.872576000000000249e+02 8.432358999999999292e-24
3.881503999999999905e+02 8.461736999999999791e-24
3.890450999999999908e+02 8.491383999999999607e-24
3.899420000000000073e+02 8.521333000000000530e-24
3.908408999999999764e+02 8.551619000000000406e-24
3.917418999999999869e+02 8.582290000000000101e-24
3.926449000000000069e+02 8.613403999999999868e-24
3.935500999999999863e+02 8.645035999999999499e-24
3.944572999999999752e+02 8.677281000000000496e-24
3.953666000000000054e+02 8.710264999999999808e-24
3.962780000000000200e+02 8.744152000000000273e-24
3.971915999999999940e+02 8.779166999999999802e-24
3.981071999999999775e+02 8.815616000000000430e-24
3.990249000000000024e+02 8.853929000000000679e-24
3.999447000000000116e+02 8.894726999999999364e-24
4.008666999999999803e+02 8.938930000000000120e-24
4.017907999999999902e+02 8.987949000000000171e-24
4.027169999999999845e+02 9.044042999999999812e-24
4.036453999999999951e+02 9.111001999999999464e-24
4.045758999999999901e+02 9.195594999999999618e-24
4.055085000000000264e+02 9.310876000000000479e-24
4.064433000000000220e+02 9.484710000000000724e-24
4.073802999999999770e+02 9.785441000000000003e-24
4.083193999999999733e+02 1.041847000000000072e-23
4.092606999999999857e+02 1.224366999999999960e-23
4.102040999999999826e+02 2.266912000000000135e-23
4.111496999999999957e+02 3.905753000000000098e-23
4.120975000000000250e+02 1.349218000000000142e-23
4.130475000000000136e+02 1.082808000000000042e-23
4.139997000000000185e+02 1.007425000000000054e-23
4.149540000000000077e+02 9.779716999999999862e-24
4.159105999999999881e+02 9.646614000000000368e-24
4.168693999999999846e+02 9.583993000000000625e-24
4.178303999999999974e+02 9.556848000000000257e-24
4.187936000000000263e+02 9.549457999999999479e-24
4.197590000000000146e+02 9.553932000000000129e-24
4.207266000000000190e+02 9.565965999999999913e-24
4.216965000000000146e+02 9.583052999999999691e-24
4.226686000000000263e+02 9.603653000000000184e-24
4.236429999999999723e+02 9.626780000000000055e-24
4.246195999999999913e+02 9.651778999999999936e-24
4.255984000000000265e+02 9.678200999999999829e-24
4.265794999999999959e+02 9.705729999999999786e-24
4.275629000000000133e+02 9.734137999999999727e-24
4.285484999999999900e+02 9.763258999999999289e-24
4.295364000000000146e+02 9.792969000000000518e-24
4.305265999999999735e+02 9.823172000000000212e-24
4.315190999999999804e+02 9.853795999999999273e-24
4.325138000000000034e+02 9.884784000000000621e-24
4.335108999999999924e+02 9.916089999999999447e-24
4.345101999999999975e+02 9.947680999999999838e-24
4.355119000000000256e+02 9.979526000000000469e-24
4.365158000000000129e+02 1.001159999999999994e-23
4.375221000000000231e+02 1.004388999999999964e-23
4.385307000000000244e+02 1.007636999999999940e-23
4.395416000000000167e+02 1.010904000000000069e-23
