# f_(Hz) PSD(f)_(Hz^-1)
9.225714000000000681e+01 1.707154812352900193e-47
9.246981999999999857e+01 1.705214257177600315e-47
9.268298000000000059e+01 1.703299568102499936e-47
9.289664000000000499e+01 1.701408228496900235e-47
9.311078999999999439e+01 1.699541025740100186e-47
9.332542999999999722e+01 1.697697921796900116e-47
9.354057000000000244e+01 1.695878055481599813e-47
9.375620000000000687e+01 1.694081391008400362e-47
9.397232999999999947e+01 1.692307893028899877e-47
9.418895999999999447e+01 1.690556704304399791e-47
9.440609000000000606e+01 1.688827791622499839e-47
9.462372000000000583e+01 1.687121122176399844e-47
9.484184999999999377e+01 1.685436663564899966e-47
9.506047999999999831e+01 1.683773563116100296e-47
9.527961999999999421e+01 1.682130970164100110e-47
9.549926000000000670e+01 1.680510495640900176e-47
9.571940999999999633e+01 1.678909650249999810e-47
9.594006000000000256e+01 1.677330045248399914e-47
9.616123000000000332e+01 1.675770832992399840e-47
9.638290000000000646e+01 1.674231986064400167e-47
9.660509000000000412e+01 1.672711841439999883e-47
9.682778999999999314e+01 1.671212009811599814e-47
9.705100000000000193e+01 1.669731647522500119e-47
9.727472000000000207e+01 1.668270729580899825e-47
9.749895999999999674e+01 1.666828414776099974e-47
9.772372000000000014e+01 1.665404679796899739e-47
9.794899999999999807e+01 1.663999501622499916e-47
9.817479000000000156e+01 1.662612857522500258e-47
9.840111000000000274e+01 1.661243909889600153e-47
9.862794999999999845e+01 1.659893452404100145e-47
9.885531000000000290e+01 1.658559834176399768e-47
9.908319000000000187e+01 1.657244663932900066e-47
9.931161000000000172e+01 1.655946292622399857e-47
9.954053999999999292e+01 1.654664701104900374e-47
9.977000999999999920e+01 1.653400683720899905e-47
1.000000000000000000e+02 1.652153407956099840e-47
1.002305000000000064e+02 1.650922042771599972e-47
1.004616000000000042e+02 1.649708195560000117e-47
1.006932000000000045e+02 1.648509411385599716e-47
1.009252999999999929e+02 1.647327297798400031e-47
1.011578999999999979e+02 1.646161025868099818e-47
1.013910999999999945e+02 1.645010579212900145e-47
1.016248999999999967e+02 1.643875130772900178e-47
1.018590999999999980e+02 1.642755476046399922e-47
1.020939999999999941e+02 1.641650788944099805e-47
1.023293000000000035e+02 1.640561864822499678e-47
1.025652000000000044e+02 1.639487068736400010e-47
1.028015999999999934e+02 1.638428006250000209e-47
1.030386000000000024e+02 1.637383043868100010e-47
1.032760999999999996e+02 1.636352977459600397e-47
1.035142000000000024e+02 1.635336984490000096e-47
1.037527999999999935e+02 1.634335052148100314e-47
1.039920000000000044e+02 1.633347976090000194e-47
1.042317000000000036e+02 1.632374127022500107e-47
1.044719999999999942e+02 1.631414301192899747e-47
1.047129000000000048e+02 1.630468486483600100e-47
1.049542000000000002e+02 1.629536670950400155e-47
1.051962000000000046e+02 1.628618035699600221e-47
1.054386999999999972e+02 1.627712569806399684e-47
1.056817000000000064e+02 1.626821069176900033e-47
1.059253999999999962e+02 1.625941909620900329e-47
1.061696000000000026e+02 1.625076693817600134e-47
1.064142999999999972e+02 1.624223798755600227e-47
1.066595999999999975e+02 1.623384826562500115e-47
1.069055000000000035e+02 1.622558155380099939e-47
1.071518999999999977e+02 1.621743775974400112e-47
1.073988999999999976e+02 1.620942484464900257e-47
1.076465000000000032e+02 1.620154271299599846e-47
1.078947000000000003e+02 1.619377517420099710e-47
1.081433999999999997e+02 1.618613824000000177e-47
1.083927000000000049e+02 1.617863181928900225e-47
1.086426000000000016e+02 1.617123973710399885e-47
1.088930000000000007e+02 1.616396995713600031e-47
1.091440000000000055e+02 1.615682239802499862e-47
1.093956000000000017e+02 1.614979697976100326e-47
1.096478000000000037e+02 1.614289362368399751e-47
1.099005999999999972e+02 1.613610421852900273e-47
1.101538999999999930e+02 1.612944475790400190e-47
1.104078999999999979e+02 1.612289910088899705e-47
1.106624000000000052e+02 1.611646717902400155e-47
1.109175000000000040e+02 1.611015695251599856e-47
1.111731999999999942e+02 1.610396835062500046e-47
1.114295000000000044e+02 1.609789327952400402e-47
1.116863000000000028e+02 1.609193167562499696e-47
1.119437999999999960e+02 1.608609149800900261e-47
1.122018000000000058e+02 1.608037268115599824e-47
1.124604999999999961e+02 1.607476714222499942e-47
1.127198000000000064e+02 1.606927482249999982e-47
1.129796000000000049e+02 1.606389566444099957e-47
1.132399999999999949e+02 1.605863762632900236e-47
1.135010999999999939e+02 1.605349263576100152e-47
1.137626999999999953e+02 1.604846865091600163e-47
1.140250000000000057e+02 1.604355760448100197e-47
1.142878000000000043e+02 1.603876745464900161e-47
1.145512999999999977e+02 1.603409013908100248e-47
1.148153999999999968e+02 1.602952560872100187e-47
1.150799999999999983e+02 1.602508182195599893e-47
1.153452999999999946e+02 1.602075072364899812e-47
1.156111999999999966e+02 1.601654027248900198e-47
1.158777000000000044e+02 1.601244241802500140e-47
1.161449000000000069e+02 1.600846511936400081e-47
1.164125999999999976e+02 1.600460833177599951e-47
1.166809999999999974e+02 1.600086401166399796e-47
1.169498999999999995e+02 1.599724011902500360e-47
1.172194999999999965e+02 1.599373661308899989e-47
1.174898000000000025e+02 1.599035345443599999e-47
1.177605999999999966e+02 1.598709060499600057e-47
1.180320999999999998e+02 1.598394802804899878e-47
1.183041999999999945e+02 1.598093368345599759e-47
1.185768999999999949e+02 1.597803154600899943e-47
1.188502000000000010e+02 1.597525757283600081e-47
1.191242000000000019e+02 1.597260373747600091e-47
1.193987999999999943e+02 1.597007800256400168e-47
1.196740000000000066e+02 1.596768033776400207e-47
1.199498999999999995e+02 1.596540272292900139e-47
1.202263999999999982e+02 1.596326111402500363e-47
1.205036000000000058e+02 1.596123950310400352e-47
1.207814000000000050e+02 1.595935384705599883e-47
1.210597999999999956e+02 1.595759613241600017e-47
1.213388999999999953e+02 1.595597432704899926e-47
1.216186000000000007e+02 1.595448841024900177e-47
1.218990000000000009e+02 1.595313037476900171e-47
1.221800000000000068e+02 1.595191618022500325e-47
1.224616000000000042e+02 1.595082983480100145e-47
1.227438999999999965e+02 1.594989528782400161e-47
1.230268999999999977e+02 1.594908856416100243e-47
1.233105000000000047e+02 1.594843361540100236e-47
1.235947000000000031e+02 1.594792244522500156e-47
1.238796999999999997e+02 1.594755504672099730e-47
1.241651999999999987e+02 1.594733940174400029e-47
1.244514999999999958e+02 1.594727550721599779e-47
1.247382999999999953e+02 1.594736336222499962e-47
1.250258999999999929e+02 1.594760296802499683e-47
1.253140999999999963e+02 1.594800231502500135e-47
1.256029999999999944e+02 1.594856140922499658e-47
1.258924999999999983e+02 1.594928025902500057e-47
1.261826999999999970e+02 1.595016686275600149e-47
1.264736000000000047e+02 1.595121324660899734e-47
1.267651999999999930e+02 1.595243540249999889e-47
1.270574000000000012e+02 1.595383335062500245e-47
1.273503000000000043e+02 1.595539912524100132e-47
1.276439000000000021e+02 1.595714872959999673e-47
1.279381000000000057e+02 1.595908219392399919e-47
1.282331000000000074e+02 1.596119156131599630e-47
1.285286999999999864e+02 1.596350083922500075e-47
1.288249999999999886e+02 1.596599408800899859e-47
1.291219000000000108e+02 1.596868733505600200e-47
1.294196000000000026e+02 1.597158063091599679e-47
1.297178999999999860e+02 1.597467402988899907e-47
1.300169999999999959e+02 1.597797558451599821e-47
1.303166999999999973e+02 1.598149335459599810e-47
1.306170999999999935e+02 1.598522741140900309e-47
1.309182000000000130e+02 1.598917783060899750e-47
1.312199999999999989e+02 1.599336068890000158e-47
1.315225000000000080e+02 1.599776807784100244e-47
1.318257000000000119e+02 1.600241609120400100e-47
1.321296000000000106e+02 1.600730483356900297e-47
1.324341000000000008e+02 1.601244241802500140e-47
1.327394999999999925e+02 1.601782896398400224e-47
1.330454000000000008e+02 1.602348060835600178e-47
1.333521000000000072e+02 1.602938948358399912e-47
1.336595000000000084e+02 1.603557975802500247e-47
1.339677000000000078e+02 1.604204358350399796e-47
1.342764999999999986e+02 1.604878913683599842e-47
1.345860000000000127e+02 1.605583262272899895e-47
1.348962999999999965e+02 1.606318225209999756e-47
1.352073000000000036e+02 1.607083021633600267e-47
1.355189000000000021e+02 1.607880078624399947e-47
1.358312999999999988e+02 1.608710222212900111e-47
1.361444999999999936e+02 1.609573477860100313e-47
1.364583000000000084e+02 1.610470674648900099e-47
1.367728999999999928e+02 1.611404249289999881e-47
1.370882000000000005e+02 1.612373430096900249e-47
1.374042000000000030e+02 1.613380658948100126e-47
1.377209000000000003e+02 1.614426774804899896e-47
1.380383999999999958e+02 1.615511815164899749e-47
1.383565999999999860e+02 1.616639035502500024e-47
1.386756000000000029e+02 1.617807675120399682e-47
1.389952999999999861e+02 1.619020997443599710e-47
1.393156999999999925e+02 1.620278247182400259e-47
1.396367999999999938e+02 1.621582696454399816e-47
1.399586999999999932e+02 1.622935207348899858e-47
1.402813999999999908e+02 1.624337451424899941e-47
1.406047000000000082e+02 1.625791105210000141e-47
1.409288999999999987e+02 1.627297850448399881e-47
1.412537000000000091e+02 1.628860181539600238e-47
1.415793999999999926e+02 1.630478985056100272e-47
1.419057999999999993e+02 1.632156768001600001e-47
1.422329000000000008e+02 1.633896045390399923e-47
1.425608000000000004e+02 1.635698531812899834e-47
1.428893999999999949e+02 1.637567567596900069e-47
1.432187999999999874e+02 1.639504074824099673e-47
1.435489000000000033e+02 1.641512222736399724e-47
1.438798999999999921e+02 1.643594573212900007e-47
1.442115000000000009e+02 1.645752887694399639e-47
1.445440000000000111e+02 1.647992184520899964e-47
1.448771999999999878e+02 1.650314250883600252e-47
1.452111999999999910e+02 1.652722510616100071e-47
1.455458999999999889e+02 1.655222030736400010e-47
1.458814000000000135e+02 1.657815457038399717e-47
1.462177000000000078e+02 1.660507895448899952e-47
1.465548000000000002e+02 1.663303660304400126e-47
1.468925999999999874e+02 1.666206272256100035e-47
1.472312000000000012e+02 1.669221724332099736e-47
1.475706999999999880e+02 1.672355222913599867e-47
1.479107999999999947e+02 1.675612004377599849e-47
1.482518000000000029e+02 1.678998975848100179e-47
1.485936000000000092e+02 1.682520623731599796e-47
1.489361000000000104e+02 1.686186394239999873e-47
1.492794000000000096e+02 1.690001678736900180e-47
1.496236000000000104e+02 1.693974378726400327e-47
1.499685000000000059e+02 1.698113274748900350e-47
1.503141999999999996e+02 1.702428035040100001e-47
1.506606999999999914e+02 1.706926746100899929e-47
1.510080000000000098e+02 1.711620870627600112e-47
1.513560999999999979e+02 1.716521132046399943e-47
1.517050000000000125e+02 1.721639174169599759e-47
1.520548000000000002e+02 1.726988404702499824e-47
1.524053000000000111e+02 1.732581518004100154e-47
1.527565999999999917e+02 1.738434665811599744e-47
1.531086999999999989e+02 1.744564153280400215e-47
1.534617000000000075e+02 1.750986450144100192e-47
1.538154999999999859e+02 1.757721556536099958e-47
1.541700999999999908e+02 1.764790528548100167e-47
1.545253999999999905e+02 1.772213819428899833e-47
1.548816999999999950e+02 1.780018038867599837e-47
1.552386999999999944e+02 1.788228427502500210e-47
1.555965999999999951e+02 1.796875644784899788e-47
1.559552999999999940e+02 1.805989909363600218e-47
1.563147999999999911e+02 1.815608691201599825e-47
1.566750999999999863e+02 1.825768295580100415e-47
1.570363000000000113e+02 1.836512455702499706e-47
1.573983000000000061e+02 1.847888187184899755e-47
1.577610999999999990e+02 1.859945891868099726e-47
1.581247999999999934e+02 1.872745531552900354e-47
1.584892999999999859e+02 1.886348179052099925e-47
1.588547000000000082e+02 1.900826586340899824e-47
1.592209000000000003e+02 1.916259380009999880e-47
1.595878999999999905e+02 1.932735697152100209e-47
1.599558000000000106e+02 1.950353787096099898e-47
1.603245000000000005e+02 1.969225825921599782e-47
1.606940999999999917e+02 1.989479348816400034e-47
1.610646000000000129e+02 2.011255202880399848e-47
1.614359000000000037e+02 2.034716327308899711e-47
1.618079999999999927e+02 2.060046942307599866e-47
1.621810000000000116e+02 2.087458221464099784e-47
1.625549000000000035e+02 2.117193408220900287e-47
1.629295999999999935e+02 2.149529623520399705e-47
1.633052000000000135e+02 2.184790258227599772e-47
1.636816000000000031e+02 2.223351654904900524e-47
1.640589999999999975e+02 2.265651473299599654e-47
1.644371999999999900e+02 2.312203769744399789e-47
1.648162000000000091e+02 2.363616578361600292e-47
1.651962000000000046e+02 2.420611464084099873e-47
1.655769999999999982e+02 2.484049523257600243e-47
1.659586999999999932e+02 2.554965848088899782e-47
1.663412999999999897e+02 2.634617991960900040e-47
1.667247000000000128e+02 2.724536204468100120e-47
1.671091000000000122e+02 2.826609732856899937e-47
1.674943000000000097e+02 2.943181851210000269e-47
1.678804000000000087e+02 3.077198256250000362e-47
1.682674000000000092e+02 3.232395509305599955e-47
1.686553000000000111e+02 3.413574105640000468e-47
1.690440999999999860e+02 3.626987991270399832e-47
1.694337999999999909e+02 3.880902503672100050e-47
1.698243999999999971e+02 4.186427740812099929e-47
1.702158000000000015e+02 4.558788353439999884e-47
1.706082000000000107e+02 5.019294575120400505e-47
1.710014999999999930e+02 5.598526222889999781e-47
1.713957000000000050e+02 6.341645626802500740e-47
1.717907999999999902e+02 7.317616825024900409e-47
1.721869000000000085e+02 8.636075971640101035e-47
1.725837999999999965e+02 1.047996496088999985e-46
1.729815999999999860e+02 1.317350722080999906e-46
1.733804000000000087e+02 1.733672556099999898e-46
1.737801000000000045e+02 2.428139946000999800e-46
1.741807000000000016e+02 3.719729395600000033e-46
1.745822000000000003e+02 6.563208639375999667e-46
1.749847000000000037e+02 1.501488875902499936e-45
1.753880000000000052e+02 6.648050805936399555e-45
1.757923999999999864e+02 4.622262083328400152e-43
1.761975999999999942e+02 4.265999585744399485e-45
1.766038000000000068e+02 1.180740858848099809e-45
1.770108999999999924e+02 5.477462798403999421e-46
1.774189000000000078e+02 3.180893652036000323e-46
1.778278999999999996e+02 2.099247458884000351e-46
1.782378999999999962e+02 1.506115563120999963e-46
1.786487999999999943e+02 1.146604073615999936e-46
1.790605999999999938e+02 9.126368755920899472e-47
1.794733999999999980e+02 7.520665391932900758e-47
1.798871000000000038e+02 6.372303629424101541e-47
1.803017999999999859e+02 5.523544152302500518e-47
1.807173999999999978e+02 4.879134260640000279e-47
1.811339999999999861e+02 4.378815637664399832e-47
1.815516000000000076e+02 3.982970552208400230e-47
1.819701000000000022e+02 3.664693257624100267e-47
1.823896000000000015e+02 3.405193984321599857e-47
1.828100000000000023e+02 3.191035365562499964e-47
1.832314000000000078e+02 3.012401644622500058e-47
1.836537999999999897e+02 2.861991065856400164e-47
1.840772000000000048e+02 2.734279657315599675e-47
1.845014999999999930e+02 2.625031373203599862e-47
1.849268999999999892e+02 2.530948190760899697e-47
1.853531999999999869e+02 2.449438267240000131e-47
1.857804999999999893e+02 2.378438770177600120e-47
1.862086999999999932e+02 2.316290908179600116e-47
1.866380000000000052e+02 2.261651128512400220e-47
1.870681999999999903e+02 2.213422090880399701e-47
1.874994000000000085e+02 2.170698917377599941e-47
1.879317000000000064e+02 2.132730018620099775e-47
1.883649000000000058e+02 2.098889610049599866e-47
1.887991000000000099e+02 2.068650529056399903e-47
1.892343999999999937e+02 2.041567649364100385e-47
1.896706000000000074e+02 2.017263802881599846e-47
1.901077999999999975e+02 1.995414260403600258e-47
1.905460999999999956e+02 1.975744715422499836e-47
1.909852999999999952e+02 1.958013825302499803e-47
1.914256000000000029e+02 1.942016827622399870e-47
1.918668999999999869e+02 1.927574387222499962e-47
1.923092000000000041e+02 1.914529778515599861e-47
1.927524999999999977e+02 1.902745403020899613e-47
1.931967999999999961e+02 1.892102972856100266e-47
1.936422000000000025e+02 1.882494246798400008e-47
1.940886000000000138e+02 1.873828434307600027e-47
1.945360000000000014e+02 1.866020550451599949e-47
1.949844999999999970e+02 1.858998941532100241e-47
1.954339999999999975e+02 1.852697266420900251e-47
1.958845000000000027e+02 1.847056910759999895e-47
1.963360000000000127e+02 1.842025968568900250e-47
1.967886000000000024e+02 1.837557398227599962e-47
1.972423000000000002e+02 1.833609779248900044e-47
1.976970000000000027e+02 1.830144656436100091e-47
1.981527000000000100e+02 1.827127330908100099e-47
1.986094999999999970e+02 1.824527655960100202e-47
1.990672999999999888e+02 1.822317423732099839e-47
1.995261999999999887e+02 1.820471182320399771e-47
1.999861999999999966e+02 1.818965349448899848e-47
2.004472000000000094e+02 1.817779891284900110e-47
2.009093000000000018e+02 1.816895740003599948e-47
2.013723999999999990e+02 1.816294776360100195e-47
2.018366000000000042e+02 1.815961518810000225e-47
2.023018999999999892e+02 1.815880552922500229e-47
2.027683000000000106e+02 1.816039077300100163e-47
2.032357000000000085e+02 1.816426042202499826e-47
2.037041999999999859e+02 1.817027880092099961e-47
2.041738000000000000e+02 1.817836170488099863e-47
2.046444999999999936e+02 1.818840815536900236e-47
2.051161999999999921e+02 1.820033445422499830e-47
2.055891000000000020e+02 1.821404855526399952e-47
2.060629999999999882e+02 1.822948415999999661e-47
2.065380000000000109e+02 1.824657510320100185e-47
2.070141000000000133e+02 1.826525532136899796e-47
2.074913999999999987e+02 1.828546737480100056e-47
2.079696999999999889e+02 1.830715388659600021e-47
2.084490999999999872e+02 1.833027464376899992e-47
2.089295999999999935e+02 1.835477235700899746e-47
2.094112000000000080e+02 1.838060688212099920e-47
2.098940000000000055e+02 1.840773809977599916e-47
2.103778000000000077e+02 1.843614307528899748e-47
2.108627999999999929e+02 1.846576454676099986e-47
2.113488999999999862e+02 1.849658818675599700e-47
2.118360999999999876e+02 1.852857389728900162e-47
2.123245000000000005e+02 1.856170738889999892e-47
2.128138999999999896e+02 1.859594853920399867e-47
2.133044999999999902e+02 1.863129169440400191e-47
2.137961999999999989e+02 1.866769669576900177e-47
2.142890999999999906e+02 1.870515790291599798e-47
2.147830999999999904e+02 1.874365240723599989e-47
2.152781999999999982e+02 1.878316594202499654e-47
2.157744000000000142e+02 1.882367556787599809e-47
2.162718999999999880e+02 1.886517568083600244e-47
2.167703999999999951e+02 1.890764331726399632e-47
2.172701000000000136e+02 1.895107287808899874e-47
2.177709999999999866e+02 1.899545007412899839e-47
2.182729999999999961e+02 1.904076059918399889e-47
2.187761999999999887e+02 1.908700760142399887e-47
2.192804999999999893e+02 1.913417679316899929e-47
2.197860000000000014e+02 1.918225386002499667e-47
2.202926999999999964e+02 1.923124199833600149e-47
2.208004999999999995e+02 1.928112689678399811e-47
2.213095000000000141e+02 1.933190300163599969e-47
2.218196000000000083e+02 1.938356476632899770e-47
2.223309999999999889e+02 1.943611546688099891e-47
2.228435000000000059e+02 1.948954077241599626e-47
2.233572000000000060e+02 1.954385283064899612e-47
2.238720999999999890e+02 1.959901961808400174e-47
2.243882000000000119e+02 1.965507102721599842e-47
2.249054999999999893e+02 1.971198387312400234e-47
2.254239000000000033e+02 1.976976154239999783e-47
2.259436000000000035e+02 1.982840746809999853e-47
2.264644000000000119e+02 1.988790729139599947e-47
2.269865000000000066e+02 1.994828232250000094e-47
2.275097000000000094e+02 2.000950929360100017e-47
2.280341999999999985e+02 2.007160065795600017e-47
2.285598999999999990e+02 2.013455999402500207e-47
2.290868000000000109e+02 2.019837294760000386e-47
2.296149000000000058e+02 2.026306110540099728e-47
2.301442000000000121e+02 2.032860112562499971e-47
2.306747000000000014e+02 2.039501469505600041e-47
2.312065000000000055e+02 2.046228747267599674e-47
2.317394999999999925e+02 2.053044128880899976e-47
2.322736999999999910e+02 2.059946182756899676e-47
2.328091000000000008e+02 2.066935287873599670e-47
2.333457999999999970e+02 2.074011827342399800e-47
2.338837000000000046e+02 2.081176188408100066e-47
2.344228999999999985e+02 2.088428762448899899e-47
2.349633000000000038e+02 2.095769944976399619e-47
2.355048999999999921e+02 2.103199218422500244e-47
2.360477999999999952e+02 2.110717900502500193e-47
2.365920000000000130e+02 2.118326399078399855e-47
2.371374000000000137e+02 2.126024203968900087e-47
2.376839999999999975e+02 2.133812650104100370e-47
2.382319999999999993e+02 2.141690306559999720e-47
2.387811000000000092e+02 2.149660369224900117e-47
2.393316000000000088e+02 2.157720484612899643e-47
2.398832999999999913e+02 2.165872936323599939e-47
2.404362999999999886e+02 2.174117228404899768e-47
2.409904999999999973e+02 2.182454730562500140e-47
2.415460999999999956e+02 2.190884951472099822e-47
2.421029000000000053e+02 2.199408334622500078e-47
2.426610000000000014e+02 2.208026267329600244e-47
2.432204000000000121e+02 2.216739206707600247e-47
2.437811000000000092e+02 2.225546670490000328e-47
2.443430999999999926e+02 2.234449118401600052e-47
2.449062999999999874e+02 2.243447961502500147e-47
2.454709000000000003e+02 2.252543673340899877e-47
2.460367999999999995e+02 2.261736731598399637e-47
2.466039000000000101e+02 2.271027618090000469e-47
2.471724000000000103e+02 2.280416818764099685e-47
2.477421999999999969e+02 2.289904823702500105e-47
2.483132999999999981e+02 2.299492127120399846e-47
2.488857000000000141e+02 2.309179227366399618e-47
2.494594999999999914e+02 2.318967590035600247e-47
2.500345000000000084e+02 2.328856762732900008e-47
2.506108999999999867e+02 2.338847256256899767e-47
2.511886000000000081e+02 2.348941524174400077e-47
2.517676999999999907e+02 2.359138155321599982e-47
2.523480999999999881e+02 2.369438646534399595e-47
2.529298000000000002e+02 2.379843531649599849e-47
2.535129000000000019e+02 2.390353348737599674e-47
2.540972999999999900e+02 2.400969620096100196e-47
2.546829999999999927e+02 2.411691916640399790e-47
2.552701000000000136e+02 2.422520789192100235e-47
2.558585999999999956e+02 2.433457779408099845e-47
2.564483999999999924e+02 2.444502464448100485e-47
2.570396000000000072e+02 2.455657390068099829e-47
2.576320999999999799e+02 2.466922144334400225e-47
2.582259999999999991e+02 2.478297306250000213e-47
2.588213000000000079e+02 2.489783459152900364e-47
2.594178999999999746e+02 2.501381190716100367e-47
2.600160000000000196e+02 2.513092095562499518e-47
2.606152999999999906e+02 2.524915772131599753e-47
2.612160999999999831e+02 2.536854835839999985e-47
2.618183000000000220e+02 2.548907886624099690e-47
2.624218999999999937e+02 2.561076546126400268e-47
2.630267999999999802e+02 2.573362450022399806e-47
2.636331000000000131e+02 2.585765214176399871e-47
2.642409000000000106e+02 2.598285468624400174e-47
2.648500000000000227e+02 2.610924869784099878e-47
2.654605999999999995e+02 2.623684064048100248e-47
2.660724999999999909e+02 2.636562675400900113e-47
2.666859000000000037e+02 2.649563410688099737e-47
2.673005999999999744e+02 2.662684873464100367e-47
2.679168000000000234e+02 2.675929789772099904e-47
2.685344000000000051e+02 2.689297799233600359e-47
2.691535000000000082e+02 2.702790615256899908e-47
2.697739000000000260e+02 2.716408923872399972e-47
2.703958000000000084e+02 2.730152370739600305e-47
2.710192000000000121e+02 2.744022690896400193e-47
2.716438999999999737e+02 2.758020584259600518e-47
2.722701000000000136e+02 2.772147808416099679e-47
2.728978000000000179e+02 2.786404024959999786e-47
2.735269000000000119e+02 2.800789947800100408e-47
2.741573999999999955e+02 2.815307356680900074e-47
2.747894000000000005e+02 2.829955919128899902e-47
2.754229000000000269e+02 2.844737429766400063e-47
2.760577999999999861e+02 2.859653699032900067e-47
2.766942000000000235e+02 2.874703336387599636e-47
2.773319999999999936e+02 2.889889234136100005e-47
2.779712999999999852e+02 2.905209999999999875e-47
2.786120999999999981e+02 2.920669627968400010e-47
2.792543999999999755e+02 2.936266732528900182e-47
2.798980999999999995e+02 2.952002083228899800e-47
2.805434000000000196e+02 2.967878633497600123e-47
2.811900999999999726e+02 2.983894995001599682e-47
2.818383000000000038e+02 3.000054142562499924e-47
2.824879999999999995e+02 3.016354685822499518e-47
2.831392000000000166e+02 3.032799621139599699e-47
2.837918999999999983e+02 3.049389764838399522e-47
2.844461000000000013e+02 3.066124830760000246e-47
2.851018000000000256e+02 3.083005636032399977e-47
2.857590999999999894e+02 3.100034116202499651e-47
2.864177999999999997e+02 3.117212224000000383e-47
2.870781000000000063e+02 3.134538570302499668e-47
2.877398000000000025e+02 3.152015114696099684e-47
2.884030999999999949e+02 3.169643834168099997e-47
2.890679999999999836e+02 3.187423335852900446e-47
2.897343999999999937e+02 3.205357868174400495e-47
2.904023000000000252e+02 3.223444909652099869e-47
2.910717000000000212e+02 3.241688737788899597e-47
2.917427000000000135e+02 3.260087963952400314e-47
2.924152000000000271e+02 3.278644614302500251e-47
2.930892999999999802e+02 3.297359584569599814e-47
2.937649999999999864e+02 3.316233775562499931e-47
2.944422000000000139e+02 3.335268093168399616e-47
2.951209000000000060e+02 3.354464606707600203e-47
2.958011999999999944e+02 3.373823080544399636e-47
2.964830999999999790e+02 3.393344435856400527e-47
2.971666000000000167e+02 3.413030767322500399e-47
2.978516000000000190e+02 3.432883016456099692e-47
2.985382999999999925e+02 3.452900954732100295e-47
2.992264999999999873e+02 3.473086702410000051e-47
2.999162000000000035e+02 3.493441216515599825e-47
3.006075999999999908e+02 3.513966644838399607e-47
3.013005999999999744e+02 3.534661587120399656e-47
3.019952000000000112e+02 3.555529390627599992e-47
3.026913000000000125e+02 3.576569847624900230e-47
3.033890999999999849e+02 3.597783941140899593e-47
3.040885000000000105e+02 3.619173862584900206e-47
3.047894999999999754e+02 3.640739409331600231e-47
3.054920999999999935e+02 3.662482790402499747e-47
3.061963000000000079e+02 3.684406234476100364e-47
3.069021999999999935e+02 3.706507119588100125e-47
3.076096999999999753e+02 3.728790112992399866e-47
3.083188000000000102e+02 3.751255031300100264e-47
3.090294999999999845e+02 3.773902910410000635e-47
3.097418999999999869e+02 3.796734791522500441e-47
3.104560000000000173e+02 3.819752957222500521e-47
3.111716000000000122e+02 3.842955990896399636e-47
3.118890000000000100e+02 3.866348669200899847e-47
3.126078999999999724e+02 3.889929582489999944e-47
3.133285999999999945e+02 3.913699798584900046e-47
3.140509000000000128e+02 3.937662900639999920e-47
3.147748000000000275e+02 3.961817472420900193e-47
3.155004999999999882e+02 3.986165860488099420e-47
3.162278000000000020e+02 4.010709165625600138e-47
3.169567000000000121e+02 4.035448494032400520e-47
3.176874000000000251e+02 4.060384957322499726e-47
3.184198000000000093e+02 4.085519672524900334e-47
3.191537999999999897e+02 4.110855044402500382e-47
3.198894999999999982e+02 4.136390926448400131e-47
3.206268999999999778e+02 4.162129742284900630e-47
3.213659999999999854e+02 4.188071348396099627e-47
3.221068999999999960e+02 4.214218187340100362e-47
3.228494000000000028e+02 4.240570118515600353e-47
3.235937000000000126e+02 4.267129603492900317e-47
3.243396000000000186e+02 4.293897815065599771e-47
3.250873000000000275e+02 4.320877246224399803e-47
3.258367000000000075e+02 4.348066455616899749e-47
3.265878000000000156e+02 4.375467943182399622e-47
3.273407000000000266e+02 4.403084230947600555e-47
3.280953000000000088e+02 4.430915200614400283e-47
3.288516000000000190e+02 4.458962058211600106e-47
3.296096999999999753e+02 4.487227355032900502e-47
3.303695000000000164e+02 4.515710976921599829e-47
3.311311000000000035e+02 4.544415494798399811e-47
3.318944999999999936e+02 4.573340797190399579e-47
3.326596000000000117e+02 4.602490831555600569e-47
3.334264000000000010e+02 4.631865501996099555e-47
3.341949999999999932e+02 4.661464701006400296e-47
3.349653999999999883e+02 4.691292418860098805e-47
3.357375999999999863e+02 4.721348563684901126e-47
3.365115999999999872e+02 4.751634410409998954e-47
3.372873000000000161e+02 4.782152622672100496e-47
3.380647999999999911e+02 4.812903112508100116e-47
3.388442000000000007e+02 4.843888563802499713e-47
3.396252999999999815e+02 4.875110287560099124e-47
3.404082000000000221e+02 4.906568199610000015e-47
3.411929000000000087e+02 4.938266419840000351e-47
3.419793999999999983e+02 4.970204880102399474e-47
3.427678000000000225e+02 5.002384914451599504e-47
3.435579999999999927e+02 5.034807862704399969e-47
3.443498999999999910e+02 5.067476494164100411e-47
3.451437000000000239e+02 5.100392174020900032e-47
3.459393999999999778e+02 5.133554840368901128e-47
3.467368999999999915e+02 5.166968731456900623e-47
3.475362000000000080e+02 5.200633801776400064e-47
3.483373000000000275e+02 5.234551440039999385e-47
3.491403000000000247e+02 5.268723040840899187e-47
3.499451999999999998e+02 5.303152917562499124e-47
3.507518999999999778e+02 5.337839582670400635e-47
3.515604000000000156e+02 5.372785914504099852e-47
